1, 48.6, 1, 1.8692307692307693
2, 26.1, 2, 0.4
3, 25.6, 2, 0.4
4, 44.6, 1, 1.7153846153846155
5, 26.9, 2, 0.4
6, 27.6, 2, 0.4
7, 65.1, 1, 2.503846153846154
8, 29.4, 2, 0.4
9, 36.9, 1, 1.419230769230769
10, 10.9, 2, 0.4
11, 60.8, 1, 2.338461538461538
12, 4.2, 2, 0.4
13, 55.9, 1, 2.15
14, 24.5, 2, 0.4
15, 42.4, 1, 1.6307692307692307
16, 41.4, 1, 1.5923076923076922
17, 29.2, 2, 0.4
18, 30.2, 1, 1.1615384615384614
19, 16.7, 2, 0.4
20, 38.4, 1, 1.4769230769230768
21, 26.0, 2, 0.4
22, 52.4, 1, 2.0153846153846153
23, 25.9, 2, 0.4
24, 24.9, 2, 0.4
25, 53.4, 1, 2.0538461538461537
26, 27.7, 2, 0.4
27, 33.5, 1, 1.2884615384615385
28, 10.5, 2, 0.4
29, 53.0, 1, 2.0384615384615383
30, 18.1, 2, 0.4
31, 47.8, 1, 1.8384615384615384
32, 21.1, 2, 0.4
33, 53.6, 1, 2.0615384615384618
34, 36.1, 1, 1.3884615384615384
35, 7.7, 2, 0.4
36, 13.8, 2, 0.4
37, 85.1, 1, 3.273076923076923
38, 30.6, 1, 1.176923076923077
39, 9.0, 2, 0.4
40, 30.7, 1, 1.1807692307692308
41, 14.0, 2, 0.4
42, 73.8, 1, 2.838461538461538
43, 9.9, 2, 0.4
44, 67.9, 1, 2.6115384615384616
45, 18.6, 2, 0.4
46, 28.3, 2, 0.4
47, 47.6, 1, 1.830769230769231
48, 28.7, 2, 0.4
49, 27.6, 2, 0.4
50, 47.6, 1, 1.830769230769231
51, 14.9, 2, 0.4
52, 39.9, 1, 1.5346153846153845
53, 12.0, 2, 0.4
54, 71.3, 1, 2.7423076923076923
55, 22.7, 2, 0.4
56, 48.7, 1, 1.873076923076923
57, 24.6, 2, 0.4
58, 53.4, 1, 2.0538461538461537
59, 36.0, 1, 1.3846153846153846
60, 8.5, 2, 0.4
61, 57.5, 1, 2.2115384615384617
62, 4.2, 2, 0.4
63, 25.4, 2, 0.4
64, 62.7, 1, 2.411538461538462
65, 27.7, 2, 0.4
66, 26.6, 2, 0.4
67, 40.2, 1, 1.5461538461538462
68, 11.4, 2, 0.4
69, 42.2, 1, 1.623076923076923
70, 11.6, 2, 0.4
71, 51.7, 1, 1.9884615384615385
72, 40.0, 1, 1.5384615384615385
73, 13.6, 2, 0.4
74, 37.5, 1, 1.4423076923076923
75, 23.0, 2, 0.4
76, 41.8, 1, 1.6076923076923075
77, 42.8, 1, 1.646153846153846
78, 20.2, 2, 0.4
79, 24.8, 2, 0.4
80, 51.7, 1, 1.9884615384615385
81, 34.8, 1, 1.3384615384615384
82, 18.0, 2, 0.4
83, 38.1, 1, 1.4653846153846155
84, 11.4, 2, 0.4
85, 68.8, 1, 2.646153846153846
86, 5.0, 2, 0.4
87, 74.9, 1, 2.880769230769231
88, 13.9, 2, 0.4
89, 34.3, 1, 1.3192307692307692
